CDE - 0001406;01/03/2019;14/03/2019;23;Grossiste;1;11
CDE - 0002539;01/03/2019;19/03/2019;30;Grossiste;12;10
CDE - 0004753;01/03/2019;18/03/2019;15;Grossiste;1;12
CDE - 0006743;01/03/2019;05/03/2019;11;Grossiste;7;5
CDE - 0007127;01/03/2019;13/03/2019;33;Grossiste;4;12
CDE - 000365;02/03/2019;19/03/2019;40;Détaillant;2;5
CDE - 0002118;02/03/2019;05/03/2019;6;Grossiste;1;10
CDE - 0004459;02/03/2019;13/03/2019;39;Grossiste;1;9
CDE - 0004821;02/03/2019;19/03/2019;48;Détaillant;11;10
CDE - 0005802;02/03/2019;13/03/2019;2;Export;13;7
CDE - 0006745;02/03/2019;11/03/2019;39;Grossiste;11;11
CDE - 0003002;03/03/2019;16/03/2019;8;Détaillant;2;5
CDE - 0003459;03/03/2019;10/03/2019;47;Export;9;9
CDE - 0003967;03/03/2019;09/03/2019;4;Grossiste;1;9
CDE - 0004134;03/03/2019;21/03/2019;29;Détaillant;7;9
CDE - 0004403;03/03/2019;09/03/2019;6;Grossiste;9;9
CDE - 0004712;03/03/2019;16/03/2019;25;Grossiste;6;11
CDE - 0004721;03/03/2019;12/03/2019;21;Export;2;12
CDE - 0006204;03/03/2019;08/03/2019;21;Grossiste;1;10
CDE - 0006824;03/03/2019;20/03/2019;46;Grossiste;13;8
CDE - 0007463;03/03/2019;17/03/2019;37;Grossiste;2;10
CDE - 0007513;03/03/2019;12/03/2019;10;Détaillant;1;7
CDE - 0007615;03/03/2019;13/03/2019;19;Grossiste;11;6
CDE - 0002961;04/03/2019;08/03/2019;11;Détaillant;14;5
CDE - 0003135;04/03/2019;07/03/2019;45;Export;11;6
CDE - 0005877;04/03/2019;17/03/2019;32;Grossiste;11;5
CDE - 0006830;04/03/2019;07/03/2019;10;Détaillant;2;5
CDE - 0007034;04/03/2019;14/03/2019;35;Grossiste;2;8
CDE - 0001096;05/03/2019;17/03/2019;30;Export;11;11
CDE - 0001919;05/03/2019;13/03/2019;4;Détaillant;4;5
CDE - 0002313;05/03/2019;23/03/2019;10;Grossiste;11;11
CDE - 0004974;05/03/2019;21/03/2019;36;Grossiste;2;6
CDE - 0005564;05/03/2019;20/03/2019;1;Grossiste;7;7
CDE - 0005755;05/03/2019;15/03/2019;5;Grossiste;2;6
CDE - 0006456;05/03/2019;08/03/2019;21;Grossiste;13;7
CDE - 0006490;05/03/2019;13/03/2019;7;Grossiste;13;12
CDE - 000927;06/03/2019;24/03/2019;32;Détaillant;13;6
CDE - 0001642;06/03/2019;17/03/2019;34;Détaillant;7;5
CDE - 0002320;06/03/2019;11/03/2019;44;Détaillant;2;5
CDE - 0002333;06/03/2019;17/03/2019;37;Détaillant;13;7
CDE - 0002718;06/03/2019;09/03/2019;18;Grossiste;6;6
CDE - 0003532;06/03/2019;15/03/2019;11;Grossiste;12;8
CDE - 0003953;06/03/2019;17/03/2019;16;Grossiste;2;10
CDE - 0005102;06/03/2019;15/03/2019;16;Détaillant;4;10
CDE - 0006828;06/03/2019;13/03/2019;42;Grossiste;7;6
CDE - 0007017;06/03/2019;23/03/2019;2;Détaillant;1;9
CDE - 000803;07/03/2019;19/03/2019;16;Détaillant;1;9
CDE - 0002241;07/03/2019;12/03/2019;9;Export;1;10
CDE - 0003617;07/03/2019;10/03/2019;10;Détaillant;5;11
CDE - 0004963;07/03/2019;23/03/2019;26;Export;6;9
CDE - 0005069;07/03/2019;10/03/2019;12;Grossiste;7;8
CDE - 0006857;07/03/2019;23/03/2019;22;Grossiste;11;12
CDE - 0007259;07/03/2019;25/03/2019;23;Export;6;12
CDE - 0007312;07/03/2019;21/03/2019;22;Grossiste;8;6
CDE - 0007469;07/03/2019;24/03/2019;27;Export;10;11
CDE - 0003205;08/03/2019;21/03/2019;21;Export;2;9
CDE - 0003431;08/03/2019;14/03/2019;19;Grossiste;2;6
CDE - 0004303;08/03/2019;19/03/2019;5;Grossiste;12;8
CDE - 0004605;08/03/2019;11/03/2019;49;Détaillant;7;5
CDE - 0005369;08/03/2019;24/03/2019;49;Détaillant;1;11
CDE - 0006990;08/03/2019;24/03/2019;47;Export;11;7
CDE - 0007307;08/03/2019;18/03/2019;21;Grossiste;11;12
CDE - 0001194;09/03/2019;26/03/2019;41;Grossiste;9;6
CDE - 0002089;09/03/2019;25/03/2019;41;Détaillant;1;6
CDE - 0003228;09/03/2019;25/03/2019;1;Export;7;6
CDE - 000451;10/03/2019;27/03/2019;10;Grossiste;9;9
CDE - 000457;10/03/2019;28/03/2019;11;Grossiste;2;9
CDE - 0001349;10/03/2019;21/03/2019;25;Grossiste;7;7
CDE - 0004093;10/03/2019;14/03/2019;20;Détaillant;11;12
CDE - 0005228;10/03/2019;16/03/2019;32;Export;2;6
CDE - 0002840;11/03/2019;17/03/2019;46;Grossiste;5;9
CDE - 0003162;11/03/2019;24/03/2019;35;Grossiste;13;11
CDE - 0003357;11/03/2019;26/03/2019;22;Grossiste;1;12
CDE - 0003392;11/03/2019;15/03/2019;22;Grossiste;7;12
CDE - 0007521;11/03/2019;21/03/2019;12;Détaillant;9;7
CDE - 0001799;12/03/2019;24/03/2019;8;Détaillant;1;8
CDE - 0001814;12/03/2019;19/03/2019;10;Grossiste;7;11
CDE - 0004158;12/03/2019;30/03/2019;5;Grossiste;10;5
CDE - 0004625;12/03/2019;30/03/2019;11;Détaillant;10;7
CDE - 0004768;12/03/2019;23/03/2019;19;Grossiste;8;12
CDE - 0006952;12/03/2019;28/03/2019;27;Export;1;11
CDE - 0007954;12/03/2019;21/03/2019;30;Grossiste;3;9
CDE - 0002391;13/03/2019;26/03/2019;12;Export;1;11
CDE - 0005058;13/03/2019;18/03/2019;20;Grossiste;13;8
CDE - 000353;14/03/2019;27/03/2019;26;Grossiste;7;6
CDE - 0001945;14/03/2019;20/03/2019;4;Export;7;12
CDE - 0002175;14/03/2019;28/03/2019;38;Grossiste;13;7
CDE - 0003046;14/03/2019;20/03/2019;19;Grossiste;7;5
CDE - 0005625;14/03/2019;18/03/2019;10;Détaillant;7;10
CDE - 0006843;14/03/2019;19/03/2019;32;Grossiste;9;10
CDE - 0007290;14/03/2019;01/04/2019;37;Grossiste;1;11
CDE - 0007387;14/03/2019;29/03/2019;14;Grossiste;9;8
CDE - 000349;15/03/2019;21/03/2019;12;Export;13;8
CDE - 0002686;15/03/2019;24/03/2019;10;Détaillant;1;11
CDE - 0003493;15/03/2019;28/03/2019;38;Export;7;8
CDE - 0005273;15/03/2019;22/03/2019;17;Export;2;6
CDE - 0005690;15/03/2019;30/03/2019;13;Grossiste;1;5
CDE - 0005709;15/03/2019;02/04/2019;19;Grossiste;7;12
CDE - 000328;16/03/2019;20/03/2019;28;Détaillant;5;10
CDE - 000734;16/03/2019;31/03/2019;2;Export;5;5
CDE - 0001214;16/03/2019;29/03/2019;24;Grossiste;2;7
CDE - 0001629;16/03/2019;23/03/2019;17;Détaillant;7;8
CDE - 0004602;16/03/2019;28/03/2019;44;Grossiste;5;5
CDE - 0004873;16/03/2019;27/03/2019;25;Grossiste;11;8
CDE - 0005583;16/03/2019;02/04/2019;12;Grossiste;1;7
CDE - 000585;17/03/2019;01/04/2019;29;Grossiste;11;9
CDE - 0002988;17/03/2019;02/04/2019;23;Grossiste;7;8
CDE - 0003188;17/03/2019;02/04/2019;50;Export;7;6
CDE - 0003460;17/03/2019;26/03/2019;19;Grossiste;7;6
CDE - 0003543;17/03/2019;25/03/2019;15;Grossiste;1;9
CDE - 0004147;17/03/2019;03/04/2019;28;Grossiste;7;12
CDE - 0004930;17/03/2019;03/04/2019;8;Grossiste;7;12
CDE - 0006424;17/03/2019;27/03/2019;2;Détaillant;5;10
CDE - 0006917;17/03/2019;29/03/2019;32;Grossiste;11;9
CDE - 0004177;18/03/2019;28/03/2019;36;Grossiste;4;10
CDE - 0005408;18/03/2019;25/03/2019;39;Grossiste;9;11
CDE - 0006190;18/03/2019;24/03/2019;12;Détaillant;11;11
CDE - 0008024;18/03/2019;02/04/2019;16;Grossiste;1;7
CDE - 000254;19/03/2019;23/03/2019;9;Grossiste;10;5
CDE - 0001333;19/03/2019;01/04/2019;30;Grossiste;5;6
CDE - 0002247;19/03/2019;01/04/2019;46;Export;8;8
CDE - 0002688;19/03/2019;02/04/2019;36;Détaillant;7;12
CDE - 0002984;19/03/2019;01/04/2019;27;Détaillant;11;10
CDE - 0003596;19/03/2019;26/03/2019;28;Grossiste;11;5
CDE - 0004795;19/03/2019;28/03/2019;27;Export;1;11
CDE - 0004956;19/03/2019;23/03/2019;10;Export;7;10
CDE - 0005047;19/03/2019;04/04/2019;1;Grossiste;7;5
CDE - 0005135;19/03/2019;26/03/2019;21;Grossiste;13;9
CDE - 0005202;19/03/2019;22/03/2019;25;Détaillant;2;8
CDE - 0005340;19/03/2019;31/03/2019;31;Export;2;7
CDE - 0007043;19/03/2019;23/03/2019;7;Détaillant;11;10
CDE - 0001593;20/03/2019;02/04/2019;36;Détaillant;2;9
CDE - 0002512;20/03/2019;01/04/2019;22;Détaillant;7;5
CDE - 0002923;20/03/2019;29/03/2019;35;Détaillant;6;11
CDE - 0006200;20/03/2019;03/04/2019;26;Détaillant;11;6
CDE - 0006821;20/03/2019;06/04/2019;3;Grossiste;5;11
CDE - 0007748;20/03/2019;27/03/2019;15;Détaillant;1;11
CDE - 000350;21/03/2019;01/04/2019;17;Détaillant;1;12
CDE - 000516;21/03/2019;25/03/2019;15;Grossiste;7;12
CDE - 0002132;21/03/2019;07/04/2019;3;Grossiste;3;7
CDE - 0003805;21/03/2019;24/03/2019;27;Grossiste;11;11
CDE - 0005714;21/03/2019;25/03/2019;24;Grossiste;7;10
CDE - 0006748;21/03/2019;27/03/2019;29;Détaillant;5;12
CDE - 0008052;21/03/2019;24/03/2019;41;Export;5;9
CDE - 000216;22/03/2019;02/04/2019;18;Détaillant;7;5
CDE - 0002095;22/03/2019;25/03/2019;18;Détaillant;5;6
CDE - 0003451;22/03/2019;30/03/2019;48;Grossiste;11;11
CDE - 0004618;22/03/2019;08/04/2019;49;Grossiste;9;8
CDE - 0006159;22/03/2019;31/03/2019;36;Grossiste;5;8
CDE - 0002747;23/03/2019;05/04/2019;21;Export;3;12
CDE - 0005978;23/03/2019;29/03/2019;7;Grossiste;11;10
CDE - 000272;24/03/2019;27/03/2019;30;Grossiste;12;9
CDE - 000804;24/03/2019;02/04/2019;13;Détaillant;5;7
CDE - 0002079;24/03/2019;02/04/2019;34;Grossiste;5;5
CDE - 0002148;24/03/2019;06/04/2019;49;Détaillant;2;7
CDE - 0002368;24/03/2019;08/04/2019;5;Détaillant;5;11
CDE - 0002821;24/03/2019;10/04/2019;26;Grossiste;7;6
CDE - 0005573;24/03/2019;06/04/2019;46;Grossiste;1;5
CDE - 0005636;24/03/2019;31/03/2019;29;Grossiste;6;12
CDE - 0006150;24/03/2019;09/04/2019;38;Grossiste;1;8
CDE - 0007083;24/03/2019;10/04/2019;2;Grossiste;5;11
CDE - 0007173;24/03/2019;11/04/2019;48;Grossiste;7;12
CDE - 0007834;24/03/2019;04/04/2019;28;Détaillant;8;8
CDE - 000395;25/03/2019;01/04/2019;44;Grossiste;4;5
CDE - 0001056;25/03/2019;07/04/2019;50;Détaillant;11;5
CDE - 0002399;25/03/2019;07/04/2019;2;Détaillant;7;6
CDE - 0003849;25/03/2019;12/04/2019;5;Export;1;5
CDE - 0004776;25/03/2019;12/04/2019;21;Grossiste;1;5
CDE - 0005818;25/03/2019;08/04/2019;4;Grossiste;3;12
CDE - 0006535;25/03/2019;07/04/2019;40;Grossiste;2;10
CDE - 0006872;25/03/2019;06/04/2019;35;Détaillant;13;8
CDE - 000404;26/03/2019;04/04/2019;36;Grossiste;2;11
CDE - 0001298;26/03/2019;30/03/2019;33;Détaillant;5;12
CDE - 0002160;26/03/2019;06/04/2019;47;Détaillant;1;5
CDE - 0003116;26/03/2019;10/04/2019;48;Export;11;12
CDE - 0003548;26/03/2019;12/04/2019;41;Export;9;7
CDE - 0003681;26/03/2019;01/04/2019;36;Grossiste;1;7
CDE - 0004666;26/03/2019;02/04/2019;27;Détaillant;1;9
CDE - 0004670;26/03/2019;08/04/2019;49;Détaillant;1;12
CDE - 0006051;26/03/2019;29/03/2019;24;Grossiste;7;7
CDE - 0007503;26/03/2019;12/04/2019;28;Grossiste;7;8
CDE - 0007652;26/03/2019;01/04/2019;47;Grossiste;5;12
CDE - 0008057;26/03/2019;01/04/2019;8;Détaillant;2;9
CDE - 0008062;26/03/2019;12/04/2019;45;Grossiste;13;10
CDE - 000240;27/03/2019;31/03/2019;18;Grossiste;1;6
CDE - 0003674;27/03/2019;06/04/2019;49;Grossiste;2;8
CDE - 0003790;27/03/2019;03/04/2019;36;Export;7;7
CDE - 0005769;27/03/2019;07/04/2019;7;Détaillant;11;7
CDE - 000641;28/03/2019;14/04/2019;10;Grossiste;1;5
CDE - 000699;28/03/2019;13/04/2019;16;Détaillant;6;5
CDE - 0001362;28/03/2019;07/04/2019;16;Grossiste;2;12
CDE - 0002001;28/03/2019;08/04/2019;40;Grossiste;2;5
CDE - 0002483;28/03/2019;15/04/2019;19;Grossiste;5;9
CDE - 0002945;28/03/2019;14/04/2019;3;Détaillant;5;12
CDE - 0003161;28/03/2019;10/04/2019;34;Détaillant;7;8
CDE - 0004262;28/03/2019;10/04/2019;10;Grossiste;4;8
CDE - 0004338;28/03/2019;01/04/2019;17;Grossiste;3;11
CDE - 0007678;28/03/2019;08/04/2019;18;Grossiste;1;6
CDE - 000480;29/03/2019;10/04/2019;13;Grossiste;10;12
CDE - 000758;29/03/2019;01/04/2019;44;Détaillant;1;12
CDE - 000966;29/03/2019;14/04/2019;31;Grossiste;14;5
CDE - 0001482;29/03/2019;01/04/2019;8;Grossiste;7;6
CDE - 0002225;29/03/2019;15/04/2019;26;Grossiste;2;7
CDE - 0002250;29/03/2019;16/04/2019;41;Grossiste;9;8
CDE - 0002661;29/03/2019;02/04/2019;33;Grossiste;2;7
CDE - 0002730;29/03/2019;15/04/2019;4;Grossiste;5;8
CDE - 0004117;29/03/2019;09/04/2019;40;Grossiste;6;8
CDE - 0005432;29/03/2019;04/04/2019;26;Détaillant;1;6
CDE - 0006269;29/03/2019;09/04/2019;46;Détaillant;2;9
CDE - 0008082;29/03/2019;13/04/2019;12;Détaillant;2;11
CDE - 000108;30/03/2019;05/04/2019;9;Détaillant;1;10
CDE - 000772;30/03/2019;10/04/2019;14;Grossiste;10;10
CDE - 0004559;30/03/2019;11/04/2019;5;Grossiste;2;5
CDE - 0005086;30/03/2019;09/04/2019;19;Grossiste;7;10
CDE - 0005103;30/03/2019;05/04/2019;10;Grossiste;11;9
CDE - 0007174;30/03/2019;04/04/2019;34;Grossiste;1;12
CDE - 000596;31/03/2019;09/04/2019;2;Détaillant;9;6
CDE - 0002147;31/03/2019;03/04/2019;43;Grossiste;7;7
CDE - 0003003;31/03/2019;03/04/2019;19;Détaillant;7;7
CDE - 0003907;31/03/2019;09/04/2019;13;Détaillant;2;12
CDE - 0005894;31/03/2019;06/04/2019;30;Détaillant;9;10
CDE - 0007402;31/03/2019;06/04/2019;11;Détaillant;14;6
CDE - 0007485;31/03/2019;09/04/2019;34;Détaillant;7;11
CDE - 0003414;01/04/2019;13/04/2019;31;Grossiste;2;11
CDE - 0004436;01/04/2019;11/04/2019;16;Grossiste;4;10
CDE - 0004925;01/04/2019;11/04/2019;13;Détaillant;7;11
CDE - 0005380;01/04/2019;14/04/2019;37;Grossiste;5;12
CDE - 0005581;01/04/2019;08/04/2019;20;Grossiste;7;6
CDE - 0006077;01/04/2019;19/04/2019;41;Détaillant;5;11
CDE - 0006615;01/04/2019;05/04/2019;42;Grossiste;11;5
CDE - 000675;02/04/2019;11/04/2019;2;Grossiste;7;9
CDE - 0001476;02/04/2019;12/04/2019;15;Export;7;5
CDE - 0002278;02/04/2019;07/04/2019;50;Grossiste;7;6
CDE - 0002690;02/04/2019;19/04/2019;46;Grossiste;9;10
CDE - 0003512;02/04/2019;19/04/2019;26;Détaillant;7;9
CDE - 0003575;02/04/2019;17/04/2019;3;Export;2;10
CDE - 0005258;02/04/2019;20/04/2019;14;Export;13;11
CDE - 0005833;02/04/2019;06/04/2019;9;Grossiste;11;7
CDE - 0006795;02/04/2019;15/04/2019;23;Export;2;8
CDE - 0007964;02/04/2019;13/04/2019;41;Grossiste;8;7
CDE - 0001054;03/04/2019;21/04/2019;49;Détaillant;5;10
CDE - 0001507;03/04/2019;16/04/2019;2;Détaillant;11;12
CDE - 0003368;03/04/2019;20/04/2019;2;Grossiste;1;7
CDE - 0006762;03/04/2019;19/04/2019;10;Grossiste;2;6
CDE - 0006784;03/04/2019;13/04/2019;35;Détaillant;2;12
CDE - 0007375;03/04/2019;18/04/2019;5;Détaillant;5;12
CDE - 0002142;04/04/2019;10/04/2019;35;Grossiste;5;11
CDE - 0004509;04/04/2019;14/04/2019;39;Grossiste;1;6
CDE - 0004521;04/04/2019;16/04/2019;30;Détaillant;1;8
CDE - 0004676;04/04/2019;07/04/2019;23;Export;5;8
CDE - 0006276;04/04/2019;11/04/2019;4;Grossiste;2;10
CDE - 0007130;04/04/2019;12/04/2019;48;Détaillant;2;8
CDE - 0001020;05/04/2019;16/04/2019;3;Détaillant;4;10
CDE - 0001497;05/04/2019;16/04/2019;6;Grossiste;2;6
CDE - 0005351;05/04/2019;09/04/2019;27;Grossiste;5;11
CDE - 0005691;05/04/2019;19/04/2019;46;Grossiste;2;5
CDE - 0005849;05/04/2019;16/04/2019;18;Grossiste;2;5
CDE - 000122;06/04/2019;10/04/2019;14;Export;2;12
CDE - 000769;06/04/2019;23/04/2019;36;Grossiste;6;10
CDE - 0001905;06/04/2019;10/04/2019;43;Grossiste;9;9
CDE - 0001938;06/04/2019;11/04/2019;35;Grossiste;13;6
CDE - 0002715;06/04/2019;20/04/2019;27;Grossiste;11;6
CDE - 0005091;06/04/2019;22/04/2019;45;Export;2;9
CDE - 0005470;06/04/2019;14/04/2019;23;Export;2;7
CDE - 0006446;06/04/2019;11/04/2019;29;Détaillant;2;8
CDE - 0006483;06/04/2019;17/04/2019;25;Grossiste;7;8
CDE - 0006913;06/04/2019;23/04/2019;18;Détaillant;2;11
CDE - 0007885;06/04/2019;17/04/2019;13;Détaillant;5;5
CDE - 0001115;07/04/2019;17/04/2019;14;Grossiste;1;12
CDE - 0004538;07/04/2019;15/04/2019;34;Grossiste;1;9
CDE - 0004569;07/04/2019;20/04/2019;42;Grossiste;11;7
CDE - 0007175;07/04/2019;23/04/2019;33;Grossiste;9;11
CDE - 0007974;07/04/2019;20/04/2019;38;Grossiste;5;8
CDE - 000498;08/04/2019;21/04/2019;3;Grossiste;1;5
CDE - 000720;08/04/2019;19/04/2019;36;Export;7;10
CDE - 0001199;08/04/2019;17/04/2019;4;Grossiste;11;6
CDE - 0002071;08/04/2019;22/04/2019;20;Grossiste;12;7
CDE - 0003115;08/04/2019;12/04/2019;11;Export;7;12
CDE - 0003193;08/04/2019;24/04/2019;15;Détaillant;11;8
CDE - 0003274;08/04/2019;19/04/2019;24;Grossiste;2;12
CDE - 0005649;08/04/2019;15/04/2019;40;Grossiste;1;9
CDE - 0006430;08/04/2019;13/04/2019;50;Détaillant;9;10
CDE - 0007430;08/04/2019;20/04/2019;49;Détaillant;7;8
CDE - 0007471;08/04/2019;25/04/2019;38;Grossiste;1;5
CDE - 0007594;08/04/2019;17/04/2019;47;Grossiste;9;9
CDE - 000634;09/04/2019;15/04/2019;10;Grossiste;1;5
CDE - 000915;09/04/2019;26/04/2019;8;Grossiste;1;9
CDE - 0001686;09/04/2019;15/04/2019;17;Détaillant;1;9
CDE - 0001968;09/04/2019;19/04/2019;23;Grossiste;7;9
CDE - 0003678;09/04/2019;19/04/2019;12;Grossiste;10;5
CDE - 0004092;09/04/2019;23/04/2019;47;Grossiste;7;8
CDE - 0005807;09/04/2019;19/04/2019;1;Grossiste;8;11
CDE - 0006155;09/04/2019;20/04/2019;35;Grossiste;1;7
CDE - 0007610;09/04/2019;19/04/2019;6;Détaillant;1;9
CDE - 000432;10/04/2019;21/04/2019;19;Détaillant;11;6
CDE - 0001361;10/04/2019;23/04/2019;34;Grossiste;2;8
CDE - 0003946;10/04/2019;16/04/2019;42;Export;13;10
CDE - 0004412;10/04/2019;14/04/2019;50;Détaillant;1;9
CDE - 0004710;10/04/2019;13/04/2019;35;Grossiste;1;11
CDE - 0005286;10/04/2019;18/04/2019;35;Export;7;6
CDE - 0005360;10/04/2019;25/04/2019;3;Export;2;11
CDE - 0005864;10/04/2019;13/04/2019;17;Grossiste;1;5
CDE - 0006373;10/04/2019;15/04/2019;36;Grossiste;4;10
CDE - 0006452;10/04/2019;25/04/2019;46;Grossiste;2;7
CDE - 000731;11/04/2019;16/04/2019;26;Grossiste;2;7
CDE - 0001535;11/04/2019;23/04/2019;28;Grossiste;2;6
CDE - 0002332;11/04/2019;29/04/2019;6;Grossiste;1;8
CDE - 0002529;11/04/2019;22/04/2019;49;Grossiste;7;7
CDE - 0002567;11/04/2019;14/04/2019;23;Détaillant;2;5
CDE - 0002603;11/04/2019;18/04/2019;17;Détaillant;4;9
CDE - 0006092;11/04/2019;16/04/2019;30;Détaillant;11;5
CDE - 0006312;11/04/2019;26/04/2019;29;Détaillant;9;12
CDE - 0006317;11/04/2019;15/04/2019;36;Export;5;6
CDE - 000698;12/04/2019;25/04/2019;9;Grossiste;11;11
CDE - 0002330;12/04/2019;30/04/2019;40;Grossiste;7;5
CDE - 0002429;12/04/2019;19/04/2019;33;Grossiste;7;9
CDE - 0002969;12/04/2019;25/04/2019;27;Détaillant;7;11
CDE - 0004163;12/04/2019;15/04/2019;24;Export;11;7
CDE - 0004422;12/04/2019;15/04/2019;8;Détaillant;7;12
CDE - 0004811;12/04/2019;21/04/2019;20;Grossiste;5;7
CDE - 0004951;12/04/2019;17/04/2019;42;Grossiste;7;11
CDE - 0006102;12/04/2019;24/04/2019;23;Détaillant;1;6
CDE - 0006138;12/04/2019;28/04/2019;41;Détaillant;2;5
CDE - 0007146;12/04/2019;28/04/2019;2;Export;1;8
CDE - 000685;13/04/2019;19/04/2019;22;Grossiste;5;8
CDE - 0001089;13/04/2019;24/04/2019;16;Grossiste;1;7
CDE - 0001292;13/04/2019;24/04/2019;48;Grossiste;11;10
CDE - 0001503;13/04/2019;17/04/2019;9;Grossiste;11;12
CDE - 0001771;13/04/2019;17/04/2019;17;Grossiste;1;10
CDE - 0002181;13/04/2019;22/04/2019;33;Grossiste;2;5
CDE - 0002522;13/04/2019;28/04/2019;33;Grossiste;11;12
CDE - 0002769;13/04/2019;20/04/2019;47;Détaillant;3;10
CDE - 0003277;13/04/2019;29/04/2019;34;Détaillant;7;12
CDE - 0004169;13/04/2019;18/04/2019;50;Grossiste;1;9
CDE - 0005411;13/04/2019;22/04/2019;45;Export;7;6
CDE - 0005428;13/04/2019;01/05/2019;3;Grossiste;1;5
CDE - 0006781;13/04/2019;20/04/2019;32;Grossiste;8;8
CDE - 0007436;13/04/2019;24/04/2019;6;Grossiste;2;11
CDE - 000106;14/04/2019;23/04/2019;21;Grossiste;5;6
CDE - 0001432;14/04/2019;22/04/2019;38;Détaillant;5;12
CDE - 0001565;14/04/2019;24/04/2019;3;Grossiste;14;6
CDE - 0002124;14/04/2019;30/04/2019;32;Grossiste;2;10
CDE - 0003094;14/04/2019;01/05/2019;25;Détaillant;5;6
CDE - 0003176;14/04/2019;27/04/2019;17;Grossiste;2;7
CDE - 0005458;14/04/2019;21/04/2019;10;Grossiste;5;9
CDE - 0005949;14/04/2019;18/04/2019;27;Grossiste;5;11
CDE - 0006358;14/04/2019;28/04/2019;7;Grossiste;2;6
CDE - 0007732;14/04/2019;02/05/2019;42;Grossiste;1;8
CDE - 0002065;15/04/2019;28/04/2019;31;Export;11;11
CDE - 0002355;15/04/2019;23/04/2019;3;Détaillant;5;6
CDE - 0002545;15/04/2019;18/04/2019;42;Grossiste;2;12
CDE - 0006261;15/04/2019;21/04/2019;5;Grossiste;5;6
CDE - 0006476;15/04/2019;02/05/2019;13;Export;1;11
CDE - 0001094;16/04/2019;22/04/2019;31;Grossiste;13;7
CDE - 0001978;16/04/2019;01/05/2019;36;Détaillant;5;12
CDE - 0002728;16/04/2019;19/04/2019;47;Détaillant;11;11
CDE - 0004162;16/04/2019;24/04/2019;26;Grossiste;2;5
CDE - 0006108;16/04/2019;04/05/2019;47;Détaillant;11;12
CDE - 0001093;17/04/2019;26/04/2019;41;Grossiste;7;12
CDE - 0002166;17/04/2019;27/04/2019;16;Export;5;11
CDE - 0003741;17/04/2019;21/04/2019;19;Détaillant;9;12
CDE - 0004049;17/04/2019;27/04/2019;34;Grossiste;2;7
CDE - 0007426;17/04/2019;22/04/2019;1;Export;7;6
CDE - 0007938;17/04/2019;22/04/2019;6;Grossiste;1;12
CDE - 0001425;18/04/2019;25/04/2019;2;Grossiste;1;6
CDE - 0001480;18/04/2019;24/04/2019;32;Export;13;12
CDE - 0001519;18/04/2019;23/04/2019;35;Détaillant;1;9
CDE - 0002611;18/04/2019;28/04/2019;39;Grossiste;2;8
CDE - 0003544;18/04/2019;03/05/2019;12;Détaillant;1;11
CDE - 0003939;18/04/2019;05/05/2019;46;Détaillant;7;11
CDE - 0004057;18/04/2019;24/04/2019;15;Grossiste;1;8
CDE - 0004557;18/04/2019;22/04/2019;31;Détaillant;2;8
CDE - 0004860;18/04/2019;24/04/2019;11;Grossiste;9;10
CDE - 0005701;18/04/2019;27/04/2019;1;Détaillant;7;10
CDE - 0007292;18/04/2019;01/05/2019;50;Grossiste;9;7
CDE - 0007393;18/04/2019;05/05/2019;15;Export;13;8
CDE - 0001108;19/04/2019;27/04/2019;45;Grossiste;7;6
CDE - 0001863;19/04/2019;02/05/2019;20;Détaillant;13;9
CDE - 0003284;19/04/2019;05/05/2019;50;Grossiste;11;8
CDE - 0004188;19/04/2019;01/05/2019;44;Détaillant;12;9
CDE - 0007004;19/04/2019;02/05/2019;1;Grossiste;11;10
CDE - 000928;20/04/2019;29/04/2019;17;Grossiste;2;11
CDE - 0001161;20/04/2019;04/05/2019;9;Grossiste;12;11
CDE - 0001223;20/04/2019;26/04/2019;40;Grossiste;1;9
CDE - 0001776;20/04/2019;27/04/2019;7;Détaillant;11;9
CDE - 0002209;20/04/2019;03/05/2019;3;Export;11;8
CDE - 0003305;20/04/2019;02/05/2019;12;Grossiste;9;6
CDE - 0003402;20/04/2019;02/05/2019;32;Grossiste;13;6
CDE - 0003911;20/04/2019;05/05/2019;10;Grossiste;1;6
CDE - 0005473;20/04/2019;29/04/2019;18;Grossiste;11;10
CDE - 0005995;20/04/2019;07/05/2019;21;Détaillant;6;6
CDE - 0006208;20/04/2019;24/04/2019;40;Grossiste;2;6
CDE - 0007691;20/04/2019;24/04/2019;14;Grossiste;6;7
CDE - 000624;21/04/2019;06/05/2019;29;Grossiste;1;11
CDE - 0001460;21/04/2019;07/05/2019;31;Grossiste;11;11
CDE - 0002101;21/04/2019;28/04/2019;5;Grossiste;1;7
CDE - 0004505;21/04/2019;25/04/2019;49;Détaillant;7;7
CDE - 0005683;21/04/2019;04/05/2019;45;Grossiste;1;7
CDE - 0006532;21/04/2019;26/04/2019;32;Export;7;10
CDE - 0007143;21/04/2019;08/05/2019;49;Grossiste;6;10
CDE - 0007946;21/04/2019;30/04/2019;27;Détaillant;1;8
CDE - 000330;22/04/2019;05/05/2019;49;Détaillant;1;8
CDE - 0004944;22/04/2019;06/05/2019;30;Détaillant;11;5
CDE - 0005288;22/04/2019;30/04/2019;17;Détaillant;5;7
CDE - 0005959;22/04/2019;08/05/2019;49;Grossiste;2;11
CDE - 000533;23/04/2019;08/05/2019;12;Grossiste;2;6
